,Problem.,Description,Etiqueta,Fecha,Month,Year,Locacion,CON_TRAMPA,BTN_VIVO,BTN_PERF,BTN_SECO,NUM_INFLOR,NUM_FLOR,NUM_RFV,NUM_FV,NUM_RFM,NUM_FM,NUM_RAC_SECO,COD_VIEJO,Notas,X,month_year,cat DELETE,count DELETE
5323,y,Missing previous months data,45,18-Jan-12,JAN,2012,SH730 130ME.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data4540926JAN2012SH730 130ME.WNO0000000000043477,1
5324,y,Missing previous months data,46,18-Jan-12,JAN,2012,SH730 125ME.W,NO,0,0,0,0,0,4,f,0,0,0,0,,,12-Jan,yMissing previous months data4640926JAN2012SH730 125ME.WNO000004f000043477,1
5325,y,Missing previous months data,47,18-Jan-12,JAN,2012,SH730 112ME.W,NO,0,0,0,0,0,0,0,1,d,0,0,,,12-Jan,yMissing previous months data4740926JAN2012SH730 112ME.WNO00000001d0043477,1
5326,y,Missing previous months data,49,18-Jan-12,JAN,2012,SH720 110ME.W,NO,0,0,2,0,0,0,0,0,0,1,0,,,12-Jan,yMissing previous months data4940926JAN2012SH720 110ME.WNO0020000001043477,1
5327,y,Missing previous months data,51,18-Jan-12,JAN,2012,SH730 68ME.W,NO,1,0,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data5140926JAN2012SH730 68ME.WNO1010000000043477,1
5328,y,Missing previous months data,52,18-Jan-12,JAN,2012,SH740 68ME.W,NO,0,0,2,0,0,0,0,1,e,0,0,,,12-Jan,yMissing previous months data5240926JAN2012SH740 68ME.WNO00200001e0043477,1
5329,y,Missing previous months data,53,18-Jan-12,JAN,2012,SH740 48ME.W,NO,0,0,0,0,0,2,f,2,e,0,0,,,12-Jan,yMissing previous months data5340926JAN2012SH740 48ME.WNO000002f2e0043477,1
5330,y,Missing previous months data,54,18-Jan-12,JAN,2012,SH730 50ME.W,NO,0,0,0,0,0,3,f,0,0,0,0,,,12-Jan,yMissing previous months data5440926JAN2012SH730 50ME.WNO000003f000043477,1
5331,y,Missing previous months data,55,18-Jan-12,JAN,2012,SH730 45ME.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data5540926JAN2012SH730 45ME.WNO0000000000043477,1
5332,y,Missing previous months data,56,18-Jan-12,JAN,2012,SH730 45ME.W,NO,0,0,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data5640926JAN2012SH730 45ME.WNO0010000000043477,1
5333,y,Missing previous months data,57,18-Jan-12,JAN,2012,SH740 35ME.W,NO,0,1,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data5740926JAN2012SH740 35ME.WNO0110000000043477,1
5334,y,Missing previous months data,58,18-Jan-12,JAN,2012,SH740 30ME.W,NO,0,0,0,0,0,2,f,0,0,0,0,,,12-Jan,yMissing previous months data5840926JAN2012SH740 30ME.WNO000002f000043477,1
5335,y,Missing previous months data,59,18-Jan-12,JAN,2012,SH720 1ME.E,SI,0,2,0,0,0,0,0,0,0,0,710,,,12-Jan,yMissing previous months data5940926JAN2012SH720 1ME.ESI020000000071043477,1
5336,y,Missing previous months data,60,18-Jan-12,JAN,2012,SH720 5ME.E,NO,0,0,1,0,0,1,e,1,e,0,711,,,12-Jan,yMissing previous months data6040926JAN2012SH720 5ME.ENO001001e1e071143477,1
5337,y,Missing previous months data,61,18-Jan-12,JAN,2012,SH720 10M.E,NO,0,0,1,0,0,1,c,0,0,0,0,ESTE BOTON ESTABA TAPADO CON UNA HOJA,,12-Jan,yMissing previous months data6140926JAN2012SH720 10M.ENO001001c0000ESTE BOTON ESTABA TAPADO CON UNA HOJA43477,1
5338,y,Missing previous months data,69,18-Jan-12,JAN,2012,SH720 70M.W,NO,1,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data6940926JAN2012SH720 70M.WNO1000000000043477,1
5339,y,Missing previous months data,71,18-Jan-12,JAN,2012,SH720 70M.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data7140926JAN2012SH720 70M.WNO0000000000043477,1
5340,y,Missing previous months data,72,18-Jan-12,JAN,2012,SH700 100M.W,NO,0,0,0,0,0,1,d,0,0,1,0,,,12-Jan,yMissing previous months data7240926JAN2012SH700 100M.WNO000001d001043477,1
5341,y,Missing previous months data,81,18-Jan-12,JAN,2012,SH660 20M.W,NO,0,0,1,0,0,0,0,2,e,0,0,,,12-Jan,yMissing previous months data8140926JAN2012SH660 20M.WNO00100002e0043477,1
5342,y,Missing previous months data,82,18-Jan-12,JAN,2012,SH650 30M.W,NO,1,0,0,0,0,2,e,0,0,0,0,,,12-Jan,yMissing previous months data8240926JAN2012SH650 30M.WNO100002e000043477,1
5343,y,Missing previous months data,83,18-Jan-12,JAN,2012,SH640 100M.W,NO,0,1,0,0,0,0,0,1,d,0,0,,,12-Jan,yMissing previous months data8340926JAN2012SH640 100M.WNO01000001d0043477,1
5344,y,Missing previous months data,84,18-Jan-12,JAN,2012,SH630 100M.W,NO,0,0,2,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data8440926JAN2012SH630 100M.WNO0020000000043477,1
5345,y,Missing previous months data,86,18-Jan-12,JAN,2012,SH630 150M.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data8640926JAN2012SH630 150M.WNO0000000000043477,1
5346,y,Missing previous months data,87,18-Jan-12,JAN,2012,SH620 160M.W,NO,0,0,2,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data8740926JAN2012SH620 160M.WNO0020000000043477,1
5347,y,Missing previous months data,95,18-Jan-12,JAN,2012,SH440 210M.W,SI,2,1,2,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data9540926JAN2012SH440 210M.WSI2120000000043477,1
5348,y,Missing previous months data,96,18-Jan-12,JAN,2012,SH500 210M.W,SI,1,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data9640926JAN2012SH500 210M.WSI1000000000043477,1
5349,y,Missing previous months data,97,18-Jan-12,JAN,2012,SH610 220M.W,SI,0,0,0,0,0,3,f,0,0,0,0,,,12-Jan,yMissing previous months data9740926JAN2012SH610 220M.WSI000003f000043477,1
5350,y,Missing previous months data,100,18-Jan-12,JAN,2012,Sh 740 140E,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data10040926JAN2012Sh 740 140ENO0000000000043477,1
5351,y,Missing previous months data,127,18-Jan-12,JAN,2012,ST80 25MW,SI,2,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data12740926JAN2012ST80 25MWSI2000000000043477,1
5352,y,Missing previous months data,261,18-Jan-12,JAN,2012,ST300 W60m,SI,0,0,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data26140926JAN2012ST300 W60mSI0010000000043477,1
5353,y,Missing previous months data,262,18-Jan-12,JAN,2012,ST300 75M O,SI,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data26240926JAN2012ST300 75M OSI0000000000043477,1
5354,y,Missing previous months data,265,18-Jan-12,JAN,2012,ST300 20mW,SI,3,0,0,0,0,2,e,0,0,0,0,,,12-Jan,yMissing previous months data26540926JAN2012ST300 20mWSI300002e000043477,1
5355,y,No inflor recorded; missing previous months data,19,18-Jan-12,JAN,2012,SH850 50ME.W,NO,2,0,1,1,0,0,0,2,e,0,0,"UN INFLORECENCIA ABORTADA CON FLORES D, ",,12-Jan,"yNo inflor recorded; missing previous months data1940926JAN2012SH850 50ME.WNO20110002e00UN INFLORECENCIA ABORTADA CON FLORES D, 43477",1
5356,,,7,18-Jan-12,JAN,2012,SH910 15ME.W,NO,0,0,1,0,0,0,0,2,e,0,734,UN BOTON SECO ESTABA TAPADO CON UNA HOJA,,12-Jan,740926JAN2012SH910 15ME.WNO00100002e0734UN BOTON SECO ESTABA TAPADO CON UNA HOJA43477,1
5357,y,Missing previous months data,1,19-Jan-12,JAN,2012,SH900 5ME.E,NO,0,0,1,0,0,1,d,0,0,0,0,UN BOTON SECO ESTABA TAPADO CON UNA HOJA,,12-Jan,yMissing previous months data140927JAN2012SH900 5ME.ENO001001d0000UN BOTON SECO ESTABA TAPADO CON UNA HOJA43477,1
5358,y,Missing previous months data,2,19-Jan-12,JAN,2012,SH900 22ME.E,NO,1,0,1,0,0,0,0,1,d,0,0,,,12-Jan,yMissing previous months data240927JAN2012SH900 22ME.ENO10100001d0043477,1
5359,y,Missing previous months data,3,19-Jan-12,JAN,2012,SH900 25ME.E,NO,1,0,1,0,0,1,e,1,d,0,729,,,12-Jan,yMissing previous months data340927JAN2012SH900 25ME.ENO101001e1d072943477,1
5360,y,Missing previous months data,4,19-Jan-12,JAN,2012,SH850 40ME.E,NO,0,0,0,0,0,0,0,0,0,1,0,,,12-Jan,yMissing previous months data440927JAN2012SH850 40ME.ENO0000000001043477,1
5361,y,Missing previous months data,5,19-Jan-12,JAN,2012,SH850 12ME.E,NO,0,0,1,0,0,0,0,0,0,0,723,,,12-Jan,yMissing previous months data540927JAN2012SH850 12ME.ENO001000000072343477,1
5362,y,Missing previous months data,6,19-Jan-12,JAN,2012,SH850 15ME.E,NO,0,0,0,0,0,0,0,0,0,0,724,,,12-Jan,yMissing previous months data640927JAN2012SH850 15ME.ENO000000000072443477,1
5363,y,Missing previous months data,12,19-Jan-12,JAN,2012,SH900 100ME.W,NO,0,0,2,0,0,0,0,0,0,0,738,,,12-Jan,yMissing previous months data1240927JAN2012SH900 100ME.WNO002000000073843477,1
5364,y,Missing previous months data,13,19-Jan-12,JAN,2012,SH900 104ME.W,NO,0,0,1,0,0,0,0,0,0,0,730,,,12-Jan,yMissing previous months data1340927JAN2012SH900 104ME.WNO001000000073043477,1
5365,y,Missing previous months data,14,19-Jan-12,JAN,2012,SH1000,NO,0,0,1,0,0,2,e,0,0,0,743,,,12-Jan,yMissing previous months data1440927JAN2012SH1000NO001002e00074343477,1
5366,y,Missing previous months data,15,19-Jan-12,JAN,2012,SH1000,NO,2,0,0,0,0,0,0,0,0,0,744,,,12-Jan,yMissing previous months data1540927JAN2012SH1000NO200000000074443477,1
5367,y,Missing previous months data,16,19-Jan-12,JAN,2012,SH1000,NO,0,0,1,0,0,1,e,1,d,0,745,ESTABA TAPADO CON UNA HOJA ,,12-Jan,yMissing previous months data1640927JAN2012SH1000NO001001e1d0745ESTABA TAPADO CON UNA HOJA 43477,1
5368,y,Missing previous months data,17,19-Jan-12,JAN,2012,SH850 150ME.W,SI,0,0,0,0,0,0,0,1,d,1,0,,,12-Jan,yMissing previous months data1740927JAN2012SH850 150ME.WSI00000001d1043477,1
5369,y,Missing previous months data,65,19-Jan-12,JAN,2012,SH720 250M.E,NO,2,0,0,0,0,0,0,1,c,0,0,AUN TIENE FRUTOS VERDE ,,12-Jan,yMissing previous months data6540927JAN2012SH720 250M.ENO20000001c00AUN TIENE FRUTOS VERDE 43477,1
5370,y,Missing previous months data,66,19-Jan-12,JAN,2012,SH710 250M.E,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data6640927JAN2012SH710 250M.ENO0000000000043477,1
5371,y,Missing previous months data,67,19-Jan-12,JAN,2012,SH680 160M.E,NO,0,0,0,0,0,2,e,0,0,0,0,,,12-Jan,yMissing previous months data6740927JAN2012SH680 160M.ENO000002e000043477,1
5372,y,Missing previous months data,68,19-Jan-12,JAN,2012,SH680 100M.E,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data6840927JAN2012SH680 100M.ENO0000000000043477,1
5373,y,Missing previous months data,73,19-Jan-12,JAN,2012,SH650 30ME.W,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data7340927JAN2012SH650 30ME.WNO0000000000043477,1
5374,y,Missing previous months data,74,19-Jan-12,JAN,2012,SH700 30M.W,NO,3,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data7440927JAN2012SH700 30M.WNO3000000000043477,1
5375,y,Missing previous months data,75,19-Jan-12,JAN,2012,SH700 10M.W,NO,1,0,2,0,0,0,0,0,0,1,0,UNO ESTA AL LADO IZQ EN LA HOJA DE ABAJO Y EL OTRO ESTA DE FRENTE HACIA EL SENDERO,,12-Jan,yMissing previous months data7540927JAN2012SH700 10M.WNO10200000010UNO ESTA AL LADO IZQ EN LA HOJA DE ABAJO Y EL OTRO ESTA DE FRENTE HACIA EL SENDERO43477,1
5376,y,Missing previous months data,77,19-Jan-12,JAN,2012,SH640 10M.E,SI,1,1,3,0,0,0,0,1,c,0,695,,,12-Jan,yMissing previous months data7740927JAN2012SH640 10M.ESI11300001c069543477,1
5377,y,Missing previous months data,78,19-Jan-12,JAN,2012,SH650 40M.E,NO,0,0,2,0,0,0,0,1,b,1,696,,,12-Jan,yMissing previous months data7840927JAN2012SH650 40M.ENO00200001b169643477,1
5378,y,Missing previous months data,79,19-Jan-12,JAN,2012,SH630 40M.E,NO,0,0,0,0,0,1,e,0,0,0,692,,,12-Jan,yMissing previous months data7940927JAN2012SH630 40M.ENO000001e00069243477,1
5379,y,Missing previous months data,89,19-Jan-12,JAN,2012,SH620 8M.W,NO,0,0,0,0,0,0,0,0,0,0,689,,,12-Jan,yMissing previous months data8940927JAN2012SH620 8M.WNO000000000068943477,1
5380,y,Missing previous months data,90,19-Jan-12,JAN,2012,SH580 20mE,NO,2,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data9040927JAN2012SH580 20mENO2000000000043477,1
5381,y,Missing previous months data,92,19-Jan-12,JAN,2012,SH350 5M.E,NO,0,0,0,0,0,2,e,0,0,0,667,,,12-Jan,yMissing previous months data9240927JAN2012SH350 5M.ENO000002e00066743477,1
5382,y,Missing previous months data,93,19-Jan-12,JAN,2012,SH400 10M.W,NO,0,1,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data9340927JAN2012SH400 10M.WNO0100000000043477,1
5383,y,Missing previous months data,116,19-Jan-12,JAN,2012,Sh 800 175E,SI,0,0,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data11640927JAN2012Sh 800 175ESI0010000000043477,1
5384,y,Missing previous months data,117,19-Jan-12,JAN,2012,Sh 800 200E,NO,0,0,0,0,0,1,d,0,0,0,0,,,12-Jan,yMissing previous months data11740927JAN2012Sh 800 200ENO000001d000043477,1
5385,y,Missing previous months data,129,19-Jan-12,JAN,2012,SH900 50 W,SI,0,0,1,0,0,3,f,2,e,0,0,,,12-Jan,yMissing previous months data12940927JAN2012SH900 50 WSI001003f2e0043477,1
5386,y,Missing previous months data,132,19-Jan-12,JAN,2012,SH 900 80 E,NO,1,0,0,0,0,0,0,1,d,0,0,,,12-Jan,yMissing previous months data13240927JAN2012SH 900 80 ENO10000001d0043477,1
5387,y,Missing previous months data,134,19-Jan-12,JAN,2012,SH 900 50 E,NO,0,0,0,0,0,1,e,1,e,0,0,,,12-Jan,yMissing previous months data13440927JAN2012SH 900 50 ENO000001e1e0043477,1
5388,y,Missing previous months data,135,19-Jan-12,JAN,2012,SH 900 40 E,NO,0,0,1,0,0,0,0,1,e,0,0,,,12-Jan,yMissing previous months data13540927JAN2012SH 900 40 ENO00100001e0043477,1
5389,y,Missing previous months data,137,19-Jan-12,JAN,2012,SH 900 55 E,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data13740927JAN2012SH 900 55 ENO0000000000043477,1
5390,y,Missing previous months data,139,19-Jan-12,JAN,2012,SH 900 45 E,NO,0,0,0,0,0,1,e,2,e,0,0,,,12-Jan,yMissing previous months data13940927JAN2012SH 900 45 ENO000001e2e0043477,1
5391,y,Missing previous months data,140,19-Jan-12,JAN,2012,SH 900 30 E,NO,0,0,2,0,0,0,0,1,e,0,0,,,12-Jan,yMissing previous months data14040927JAN2012SH 900 30 ENO00200001e0043477,1
5392,y,Missing previous months data,141,19-Jan-12,JAN,2012,SH 900 25 E,NO,0,0,1,0,0,2,f,0,0,0,0,,,12-Jan,yMissing previous months data14140927JAN2012SH 900 25 ENO001002f000043477,1
5393,y,Missing previous months data,142,19-Jan-12,JAN,2012,SH 900 27 E,NO,1,0,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data14240927JAN2012SH 900 27 ENO1010000000043477,1
5394,y,Missing previous months data,143,19-Jan-12,JAN,2012,SH 900 10 NE,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data14340927JAN2012SH 900 10 NENO0000000000043477,1
5395,y,Missing previous months data,144,19-Jan-12,JAN,2012,SH 900 15 NE,SI,1,0,2,0,0,0,0,0,0,0,732,,,12-Jan,yMissing previous months data14440927JAN2012SH 900 15 NESI102000000073243477,1
5396,y,Missing previous months data,146,19-Jan-12,JAN,2012,SH 900 50 W,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data14640927JAN2012SH 900 50 WNO0000000000043477,1
5397,y,Missing previous months data,147,19-Jan-12,JAN,2012,SH 900 50 W,NO,1,0,1,0,0,1,e,2,e,0,0,,,12-Jan,yMissing previous months data14740927JAN2012SH 900 50 WNO101001e2e0043477,1
5398,y,Missing previous months data,148,19-Jan-12,JAN,2012,SH 900 50 W,NO,1,0,1,0,0,0,0,1,d,0,0,,,12-Jan,yMissing previous months data14840927JAN2012SH 900 50 WNO10100001d0043477,1
5399,y,Missing previous months data,107,23-Jan-12,JAN,2012,SH 900 220W,SI,0,0,0,0,0,0,0,0,0,1,0,,,12-Jan,yMissing previous months data10740931JAN2012SH 900 220WSI0000000001043477,1
5400,y,Missing previous months data,130,23-Jan-12,JAN,2012,SH 1100 N 20m,NO,1,0,0,0,0,0,0,0,0,1,0,,,12-Jan,yMissing previous months data13040931JAN2012SH 1100 N 20mNO1000000001043477,1
5401,y,Missing previous months data,152,23-Jan-12,JAN,2012,SH1000 N 40m,NO,0,0,0,0,0,0,0,1,e,0,0,,,12-Jan,yMissing previous months data15240931JAN2012SH1000 N 40mNO00000001e0043477,1
5402,y,Missing previous months data,153,23-Jan-12,JAN,2012,SP650 E 25m,NO,0,0,2,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data15340931JAN2012SP650 E 25mNO0020000000043477,1
5403,y,Missing previous months data,154,23-Jan-12,JAN,2012,SH1050 N 50m,NO,0,0,2,0,0,0,0,1,e,2,0,,,12-Jan,yMissing previous months data15440931JAN2012SH1050 N 50mNO00200001e2043477,1
5404,y,Missing previous months data,155,23-Jan-12,JAN,2012,SH 1050 N 80,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data15540931JAN2012SH 1050 N 80NO0000000000043477,1
5405,y,Missing previous months data,156,23-Jan-12,JAN,2012,SP 750 E 10m ,SI,0,1,0,0,0,0,0,0,0,0,405,ESTABA TAPADO CO UNA HOJA,,12-Jan,yMissing previous months data15640931JAN2012SP 750 E 10m SI0100000000405ESTABA TAPADO CO UNA HOJA43477,1
5406,y,Missing previous months data,157,23-Jan-12,JAN,2012,SP 750 E 5m,SI,0,0,2,0,0,0,0,1,e,1,402,,,12-Jan,yMissing previous months data15740931JAN2012SP 750 E 5mSI00200001e140243477,1
5407,y,Missing previous months data,158,23-Jan-12,JAN,2012,SP 800 E 70m,NO,0,0,3,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data15840931JAN2012SP 800 E 70mNO0030000000043477,1
5408,y,Missing previous months data,160,23-Jan-12,JAN,2012,SP 800 E 115m,NO,0,0,0,0,0,0,0,2,e,2,0,,,12-Jan,yMissing previous months data16040931JAN2012SP 800 E 115mNO00000002e2043477,1
5409,y,Missing previous months data,167,23-Jan-12,JAN,2012,SP 850 E 10m,SI,1,1,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data16740931JAN2012SP 850 E 10mSI1110000000043477,1
5410,y,Missing previous months data,197,23-Jan-12,JAN,2012,SP1300 O 38m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data19740931JAN2012SP1300 O 38mNO0000000000043477,1
5411,y,Missing previous months data,199,23-Jan-12,JAN,2012,SP1350 O 40m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data19940931JAN2012SP1350 O 40mNO0000000000043477,1
5412,y,Missing previous months data,200,23-Jan-12,JAN,2012,SP1350 S 35m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data20040931JAN2012SP1350 S 35mNO0000000000043477,1
5413,y,Missing previous months data,203,23-Jan-12,JAN,2012,SP1350 O 50,NO,0,0,1,0,0,1,b,0,0,0,0,,,12-Jan,yMissing previous months data20340931JAN2012SP1350 O 50NO001001b000043477,1
5414,y,Missing previous months data,204,23-Jan-12,JAN,2012,SP1360 ,NO,0,1,1,0,0,0,0,1,d,1,0,BOTON PERFORADO TAPADO CON UNA HOJA ,,12-Jan,yMissing previous months data20440931JAN2012SP1360 NO01100001d10BOTON PERFORADO TAPADO CON UNA HOJA 43477,1
5415,y,Missing previous months data,205,23-Jan-12,JAN,2012,SP1350,NO,0,0,0,0,0,0,0,1,e,2,0,,,12-Jan,yMissing previous months data20540931JAN2012SP1350NO00000001e2043477,1
5416,y,Missing previous months data,207,23-Jan-12,JAN,2012,SP1300,SI,0,0,3,0,0,0,0,0,0,0,472,,,12-Jan,yMissing previous months data20740931JAN2012SP1300SI003000000047243477,1
5417,y,Missing previous months data,249,23-Jan-12,JAN,2012,SP2020 50w,NO,0,0,0,0,0,3,f,0,0,0,0,,,12-Jan,yMissing previous months data24940931JAN2012SP2020 50wNO000003f000043477,1
5418,y,Missing previous months data,250,23-Jan-12,JAN,2012,SP2020 50w,SI,0,0,0,0,0,1,d,0,0,0,0,,,12-Jan,yMissing previous months data25040931JAN2012SP2020 50wSI000001d000043477,1
5419,y,Missing previous months data,251,23-Jan-12,JAN,2012,SP2000 50w,SI,2,0,0,0,0,2,f,1,e,0,0,,,12-Jan,yMissing previous months data25140931JAN2012SP2000 50wSI200002f1e0043477,1
5420,y,Missing previous months data,252,23-Jan-12,JAN,2012,SP2000 A15M DEL SENDERO,NO,1,0,1,0,0,0,0,0,0,0,0,DIFICIL VER POR FICUS,,12-Jan,yMissing previous months data25240931JAN2012SP2000 A15M DEL SENDERONO10100000000DIFICIL VER POR FICUS43477,1
5421,y,Missing previous months data,253,23-Jan-12,JAN,2012,SP2000 A15M DEL SENDERO,NO,0,0,0,0,0,0,0,0,0,0,0,DIFICIL VER POR FICUS,,12-Jan,yMissing previous months data25340931JAN2012SP2000 A15M DEL SENDERONO00000000000DIFICIL VER POR FICUS43477,1
5422,y,Missing previous months data,254,23-Jan-12,JAN,2012,SP2000,SI,1,0,1,0,0,0,0,0,0,1,0,,,12-Jan,yMissing previous months data25440931JAN2012SP2000SI1010000001043477,1
5423,y,Missing previous months data,256,23-Jan-12,JAN,2012,SP1980,SI,1,0,1,0,0,2,e,0,0,0,0,,,12-Jan,yMissing previous months data25640931JAN2012SP1980SI101002e000043477,1
5424,y,Missing previous months data,271,23-Jan-12,JAN,2012,CARRETERA DOGOLA,SI,1,0,0,0,0,2,d,0,0,0,0,,,12-Jan,yMissing previous months data27140931JAN2012CARRETERA DOGOLASI100002d000043477,1
5425,y,Missing previous months data,397,23-Jan-12,JAN,2012,SP 800 25mw,NO,0,0,2,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data39740931JAN2012SP 800 25mwNO0020000000043477,1
5426,y,Missing previous months data,399,23-Jan-12,JAN,2012,SP 900 20mN,NO,0,0,0,0,0,2,f,0,0,0,0,,,12-Jan,yMissing previous months data39940931JAN2012SP 900 20mNNO000002f000043477,1
5427,y,Missing previous months data,121,24-Jan-12,JAN,2012,SP350 W10m,SI,0,0,0,0,0,0,0,1,c,0,326,AUN TIENE FRUTOS VERDE,,12-Jan,yMissing previous months data12140932JAN2012SP350 W10mSI00000001c0326AUN TIENE FRUTOS VERDE43477,1
5428,y,Missing previous months data,279,24-Jan-12,JAN,2012,CARRETERA DOGOLA250 NE5m,SI,0,0,2,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data27940932JAN2012CARRETERA DOGOLA250 NE5mSI0020000000043477,1
5429,y,Missing previous months data,280,24-Jan-12,JAN,2012,CARRETERA DOGOLA300 NW15m,NO,1,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data28040932JAN2012CARRETERA DOGOLA300 NW15mNO1000000000043477,1
5430,y,Missing previous months data,281,24-Jan-12,JAN,2012,SC70 E5m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data28140932JAN2012SC70 E5mNO0000000000043477,1
5431,y,Missing previous months data,282,24-Jan-12,JAN,2012,SC70 E5m,NO,0,0,1,0,0,1,e,1,d,0,0,,,12-Jan,yMissing previous months data28240932JAN2012SC70 E5mNO001001e1d0043477,1
5432,y,Missing previous months data,283,24-Jan-12,JAN,2012,SC70 E5m,NO,0,1,0,0,0,0,0,0,0,0,556,,,12-Jan,yMissing previous months data28340932JAN2012SC70 E5mNO010000000055643477,1
5433,y,Missing previous months data,285,24-Jan-12,JAN,2012,SC600 SE120m,SI,0,0,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data28540932JAN2012SC600 SE120mSI0010000000043477,1
5434,y,Missing previous months data,286,24-Jan-12,JAN,2012,SP600 NW100m,SI,0,0,0,0,0,0,0,1,d,0,0,,,12-Jan,yMissing previous months data28640932JAN2012SP600 NW100mSI00000001d0043477,1
5435,y,Missing previous months data,289,24-Jan-12,JAN,2012,SP600 NW100m,SI,1,0,2,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data28940932JAN2012SP600 NW100mSI1020000000043477,1
5436,y,Missing previous months data,292,24-Jan-12,JAN,2012,SP480 NW80m,NO,1,0,1,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data29240932JAN2012SP480 NW80mNO1010000000043477,1
5437,y,Missing previous months data,293,24-Jan-12,JAN,2012,SP350 W80,NO,1,1,0,0,0,1,e,0,0,0,0,,,12-Jan,yMissing previous months data29340932JAN2012SP350 W80NO110001e000043477,1
5438,y,Missing previous months data,384,24-Jan-12,JAN,2012,SC400 E80m,SI,0,0,0,0,0,2,e,0,0,0,0,,,12-Jan,yMissing previous months data38440932JAN2012SC400 E80mSI000002e000043477,1
5439,y,Missing previous months data,385,24-Jan-12,JAN,2012,SC400 W40m,SI,0,0,0,0,0,1,c,0,0,0,0,,,12-Jan,yMissing previous months data38540932JAN2012SC400 W40mSI000001c000043477,1
5440,y,Missing previous months data,386,24-Jan-12,JAN,2012,SC500 W30m,SI,0,0,1,0,0,0,0,0,0,0,0,ESTABA TAPADO CON UNA HOJA,,12-Jan,yMissing previous months data38640932JAN2012SC500 W30mSI00100000000ESTABA TAPADO CON UNA HOJA43477,1
5441,y,Missing previous months data,389,24-Jan-12,JAN,2012,SC900 NE250,NO,0,0,0,0,0,0,0,1,c,1,0,,,12-Jan,yMissing previous months data38940932JAN2012SC900 NE250NO00000001c1043477,1
5442,y,Missing previous months data,394,24-Jan-12,JAN,2012,SC950 E5,SI,0,1,2,0,0,0,0,0,0,1,0,,,12-Jan,yMissing previous months data39440932JAN2012SC950 E5SI0120000001043477,1
5443,y,Missing previous months data,408,24-Jan-12,JAN,2012,SC 900 210m AL E limite,SI,0,1,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data40840932JAN2012SC 900 210m AL E limiteSI0100000000043477,1
5444,y,Missing previous months data,447,24-Jan-12,JAN,2012,SP480 NW80m,NO,0,0,0,0,0,0,0,0,0,0,0,,,12-Jan,yMissing previous months data44740932JAN2012SP480 NW80mNO0000000000043477,1
