Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.32551E-3,41.205804136,0.70200188,0.009945301,0.254545455,0
2.34145E-3,41.439949284,0.704465327,0.009845848,0.254545455,0
2.36879E-3,41.676828618,0.708642253,0.009746395,0.254545455,0
2.52628E-3,41.929456313,0.731576683,0.009646942,0.254545455,0
2.5839E-3,42.187845924,0.739508948,0.009547489,0.272727273,0
2.6056E-3,42.448406372,0.742436305,0.009448036,0.272727273,0
2.62456E-3,42.710861889,0.744964886,0.009348583,0.272727273,0
2.63275E-3,42.974136609,0.746050245,0.00924913,0.272727273,0
2.6375E-3,43.237886288,0.746677399,0.009149677,0.272727273,0
2.67744E-3,43.505630323,0.751890792,0.009050224,0.272727273,0
2.72405E-3,43.778035051,0.757838407,0.008950771,0.272727273,0
2.80318E-3,44.058352993,0.767611921,0.008851318,0.272727273,0
2.81202E-3,44.339554605,0.768678548,0.008751865,0.290909091,0
2.84926E-3,44.624480794,0.773120732,0.008652412,0.290909091,0
2.8693E-3,44.911410398,0.775474755,0.008552959,0.309090909,0
2.87226E-3,45.198636857,0.775821476,0.008453506,0.327272727,0
2.93147E-3,45.491783974,0.782625967,0.008354053,0.327272727,0
2.93262E-3,45.785045627,0.782755543,0.0082546,0.327272727,0
3.06788E-3,46.091833962,0.797527759,0.008155147,0.327272727,0
3.07316E-3,46.399150154,0.798083398,0.008055694,0.327272727,0
3.19123E-3,46.718273147,0.810120802,0.007956241,0.327272727,0
3.22356E-3,47.040629257,0.813290052,0.007856788,0.327272727,0
3.38133E-3,47.378761988,0.828012363,0.007757335,0.345454545,0
3.40411E-3,47.719172725,0.830039984,0.007657882,0.363636364,0
3.44595E-3,48.063767714,0.833702255,0.007558429,0.363636364,0
3.54633E-3,48.41840096,0.842169724,0.007458976,0.363636364,0
3.64812E-3,48.783212913,0.850315538,0.007359523,0.363636364,0
3.73157E-3,49.15636956,0.856679027,0.00726007,0.381818182,0
3.87203E-3,49.54357257,0.866785482,0.007160617,0.381818182,0
4.06628E-3,49.950200817,0.879598478,0.007061164,0.4,0
4.06848E-3,50.357048778,0.879736119,0.006961711,0.4,0
4.07297E-3,50.764345784,0.880016937,0.006862258,0.4,0
4.11032E-3,51.175378009,0.882327554,0.006762805,0.4,0
4.15358E-3,51.590736482,0.884948223,0.006663352,0.4,0
4.17395E-3,52.008131161,0.886161396,0.006563899,0.4,0
