Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.06016E-3,48.102359449,0.798358827,0.007468632,0.30952381,0.538461538
3.06117E-3,48.408476948,0.798466296,0.00736905,0.30952381,0.538461538
3.14879E-3,48.723356073,0.807497275,0.007269468,0.30952381,0.538461538
3.15852E-3,49.039207947,0.808474631,0.007169886,0.333333333,0.538461538
3.17822E-3,49.357029566,0.810438533,0.007070305,0.333333333,0.538461538
3.17885E-3,49.674914565,0.81050139,0.006970723,0.333333333,0.538461538
3.21883E-3,49.996797906,0.814424861,0.006871141,0.333333333,0.538461538
3.24271E-3,50.321069001,0.816729054,0.006771559,0.333333333,0.538461538
3.25866E-3,50.64693455,0.818251756,0.006671978,0.333333333,0.538461538
3.35051E-3,50.942727291,0.826781019,0.006572396,0.333333333,0.538461538
3.40395E-3,51.323638806,0.831557063,0.006472814,0.333333333,0.615384615
3.43144E-3,51.666783272,0.833963386,0.006373232,0.333333333,0.615384615
3.44763E-3,52.011545776,0.835363216,0.006273651,0.357142857,0.615384615
3.50154E-3,52.361699959,0.839943145,0.006174069,0.380952381,0.615384615
3.52392E-3,52.714091479,0.841806029,0.006074487,0.380952381,0.615384615
3.60779E-3,53.074870077,0.848598463,0.005974905,0.380952381,0.615384615
3.76489E-3,53.451359529,0.860547163,0.005875324,0.404761905,0.615384615
3.8052E-3,53.831879486,0.863457444,0.005775742,0.404761905,0.615384615
3.80781E-3,54.212660417,0.863643777,0.00567616,0.404761905,0.615384615
3.91495E-3,54.604155696,0.871078129,0.005576578,0.404761905,0.615384615
3.94002E-3,54.998157269,0.872757837,0.005476997,0.404761905,0.615384615
3.95357E-3,55.393514112,0.873656999,0.005377415,0.404761905,0.615384615
3.97962E-3,55.791476596,0.875367913,0.005277833,0.404761905,0.615384615
4.29365E-3,56.220842063,0.894253365,0.005178251,0.404761905,0.615384615
4.31458E-3,56.652300417,0.895405109,0.00507867,0.428571429,0.615384615
4.53332E-3,57.096345989,0.906716958,0.004979088,0.428571429,0.615384615
